"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y"
287, 5.157558299927484e-03, 6.936669914419180e-01, 5.263714302268150e-04, 4.711370214001568e-06, 2.617322254515280e-04, 1.095935824313846e+02, 0.000000000000000e+00, 0.000000000000000e+00
288, 5.157558299927485e-03, 6.578084530582297e-01, 5.263361541970346e-04, 4.847360225535844e-06, 3.270111246196138e-04, 1.095932445328882e+02, 0.000000000000000e+00, 0.000000000000000e+00
289, 5.157558299927486e-03, 6.201015279667785e-01, 5.263159189402003e-04, 4.633805685848607e-06, 3.947317280309942e-04, 1.095938637491799e+02, 0.000000000000000e+00, 0.000000000000000e+00
290, 5.157558299927487e-03, 5.809244133449356e-01, 5.263138100632733e-04, 3.990153209129787e-06, 4.583156662484727e-04, 1.095959124934782e+02, 0.000000000000000e+00, 0.000000000000000e+00
291, 5.157558299927486e-03, 5.407245648559438e-01, 5.263278411311946e-04, 2.845811194622873e-06, 5.095685751555767e-04, 1.095996317005645e+02, 0.000000000000000e+00, 0.000000000000000e+00
292, 5.157558299927490e-03, 5.000000000000018e-01, 5.263682848610575e-04, 1.249621440567547e-06, 5.400603544603314e-04, 1.096051076778910e+02, 0.000000000000000e+00, 0.000000000000000e+00
293, 5.157558299927489e-03, 4.592754351440594e-01, 5.264193362232509e-04, -7.234945307199114e-07, 5.429366997530629e-04, 1.096118994040740e+02, 0.000000000000000e+00, 0.000000000000000e+00
294, 5.157558299927490e-03, 4.190755866550678e-01, 5.264960003781918e-04, -2.800416106231913e-06, 5.150826922431177e-04, 1.096193295088861e+02, 0.000000000000000e+00, 0.000000000000000e+00
295, 5.157558299927490e-03, 3.798984720332247e-01, 5.265761670573720e-04, -4.748419778148626e-06, 4.584295998433800e-04, 1.096263669415931e+02, 0.000000000000000e+00, 0.000000000000000e+00
296, 5.157558299927491e-03, 3.421915469417733e-01, 5.266782332877576e-04, -6.177062041992957e-06, 3.800961318397926e-04, 1.096321745152452e+02, 0.000000000000000e+00, 0.000000000000000e+00
297, 5.157558299927492e-03, 3.063330085580847e-01, 5.267563201437413e-04, -6.971018398430205e-06, 2.907969760973948e-04, 1.096361395890173e+02, 0.000000000000000e+00, 0.000000000000000e+00
298, 5.157558299927491e-03, 2.726197187411654e-01, 5.268632866959088e-04, -6.924848926426625e-06, 2.021343296197062e-04, 1.096382312248590e+02, 0.000000000000000e+00, 0.000000000000000e+00
299, 5.157558299927495e-03, 2.412621712925822e-01, 5.269464124255464e-04, -6.283491520969388e-06, 1.237420473647863e-04, 1.096387686836856e+02, 0.000000000000000e+00, 0.000000000000000e+00
300, 5.157558299927494e-03, 2.123859758548375e-01, 5.270680277281838e-04, -5.061992475406898e-06, 6.150336614974249e-05, 1.096383195552639e+02, 0.000000000000000e+00, 0.000000000000000e+00
301, 5.157558299927495e-03, 1.860386295107161e-01, 5.271560264462291e-04, -3.749881672625339e-06, 1.717097174451004e-05, 1.096374273723106e+02, 0.000000000000000e+00, 0.000000000000000e+00
302, 5.157558299927495e-03, 1.621999754866981e-01, 5.272621114635322e-04, -2.336020209773110e-06, -1.073355345849455e-05, 1.096364702587415e+02, 0.000000000000000e+00, 0.000000000000000e+00
303, 5.157558299927496e-03, 1.407946942538675e-01, 5.273475314147067e-04, -1.217494478852697e-06, -2.549205681231554e-05, 1.096356549825016e+02, 0.000000000000000e+00, 0.000000000000000e+00
304, 5.157558299927496e-03, 1.217053600434902e-01, 5.274518256091156e-04, -2.055054904209845e-07, -3.093079665687602e-05, 1.096350570920297e+02, 0.000000000000000e+00, 0.000000000000000e+00
305, 5.157558299927495e-03, 1.047849238838548e-01, 5.275321538347225e-04, 4.051842121801400e-07, -3.052456689072892e-05, 1.096346585261852e+02, 0.000000000000000e+00, 0.000000000000000e+00
306, 5.157558299927496e-03, 8.986785740023751e-02, 5.276127754246316e-04, 8.666648998277554e-07, -2.698773600041800e-05, 1.096344236982780e+02, 0.000000000000000e+00, 0.000000000000000e+00
307, 5.157558299927498e-03, 7.677953926562986e-02, 5.276794300645698e-04, 1.078462691989269e-06, -2.220193877523746e-05, 1.096343013009723e+02, 0.000000000000000e+00, 0.000000000000000e+00
308, 5.157558299927496e-03, 6.534374789156025e-02, 5.277345453316575e-04, 1.166123472386598e-06, -1.730695089915304e-05, 1.096342444046537e+02, 0.000000000000000e+00, 0.000000000000000e+00
309, 5.157558299927497e-03, 5.538832543734795e-02, 5.277811259251808e-04, 1.131628667597594e-06, -1.290427482759198e-05, 1.096342309364048e+02, 0.000000000000000e+00, 0.000000000000000e+00
310, 5.157558299927497e-03, 4.674920336027921e-02, 5.278184391462662e-04, 1.054667309388534e-06, -9.231610326939309e-06, 1.096342313018386e+02, 0.000000000000000e+00, 0.000000000000000e+00
311, 5.157558299927497e-03, 3.927304219478223e-02, 5.278498840074128e-04, 9.224828501338674e-07, -6.328648580442247e-06, 1.096342472882493e+02, 0.000000000000000e+00, 0.000000000000000e+00
312, 5.157558299927497e-03, 3.281875495761465e-02, 5.278743912454129e-04, 7.845854981444592e-07, -4.139330189482559e-06, 1.096342640843611e+02, 0.000000000000000e+00, 0.000000000000000e+00
313, 5.157558299927497e-03, 2.725817055197743e-02, 5.278939779196357e-04, 6.228860183842774e-07, -2.564230605798840e-06, 1.096342885978090e+02, 0.000000000000000e+00, 0.000000000000000e+00
314, 5.157558299927497e-03, 2.247606386010892e-02, 5.279092145868970e-04, 4.678538529782103e-07, -1.487498419287122e-06, 1.096343053207721e+02, 0.000000000000000e+00, 0.000000000000000e+00
315, 5.157558299927498e-03, 1.836974242009259e-02, 5.279213203443709e-04, 3.148543954376704e-07, -7.891351988931033e-07, 1.096343213060724e+02, 0.000000000000000e+00, 0.000000000000000e+00
316, 5.157558299927498e-03, 1.484834197669415e-02, 5.279306728983796e-04, 1.840081846681495e-07, -3.692268666457567e-07, 1.096343322259898e+02, 0.000000000000000e+00, 0.000000000000000e+00
317, 5.157558299927498e-03, 1.183194847427149e-02, 5.279379914965276e-04, 7.051619496074140e-08, -1.409978814369821e-07, 1.096343413161811e+02, 0.000000000000000e+00, 0.000000000000000e+00
318, 5.157558299927498e-03, 9.250634037664688e-03, 5.279435312386527e-04, -1.567108704022444e-08, -3.489411733312855e-08, 1.096343466645265e+02, 0.000000000000000e+00, 0.000000000000000e+00
319, 5.157558299927498e-03, 7.043469738448827e-03, 5.279477322798368e-04, -7.553003081859472e-08, 1.386428650402484e-09, 1.096343501345005e+02, 0.000000000000000e+00, 0.000000000000000e+00
320, 5.157558299927498e-03, 5.157558299927480e-03, 5.279508295924334e-04, -1.071359421705370e-07, 1.138637418111897e-09, 1.096343508783306e+02, 0.000000000000000e+00, 0.000000000000000e+00
321, 5.157558299927498e-03, 3.547114797125107e-03, 5.279530835988797e-04, -1.123181598970622e-07, -8.542469119842116e-09, 1.096343481154493e+02, 0.000000000000000e+00, 0.000000000000000e+00
322, 5.157558299927498e-03, 2.172612144045849e-03, 5.279545380841662e-04, -9.421342562368684e-08, -1.448256599486498e-08, 1.096343455385019e+02, 0.000000000000000e+00, 0.000000000000000e+00
323, 5.157558299927498e-03, 1.000000000000001e-03, 5.279554056615832e-04, -5.951863368328277e-08, -1.988967535979919e-08, 1.096343506122423e+02, 0.000000000000000e+00, 0.000000000000000e+00
324, 5.157558299927498e-03, 0.000000000000000e+00, 5.279558588928894e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.096343335384345e+02, 0.000000000000000e+00, 0.000000000000000e+00
325, 7.043469738448827e-03, 1.000000000000000e+00, 5.226466406525614e-04, 1.734089517212107e-02, 0.000000000000000e+00, 1.100539223622162e+02, 3.317900000000000e+01, 0.000000000000000e+00
326, 7.043469738448827e-03, 9.990000000000000e-01, 5.210640713471115e-04, 1.153384507101530e-02, 2.455342243571717e-04, 1.095400037234572e+02, 0.000000000000000e+00, 0.000000000000000e+00
327, 7.043469738448827e-03, 9.978273878559539e-01, 5.213373297587404e-04, 6.432399457847941e-03, 1.224517400500668e-03, 1.094274751807014e+02, 0.000000000000000e+00, 0.000000000000000e+00
328, 7.043469738448827e-03, 9.964528852028749e-01, 5.218821846342075e-04, 2.711830771723928e-03, 2.354020562589230e-03, 1.093893374536522e+02, 0.000000000000000e+00, 0.000000000000000e+00
329, 7.043469738448827e-03, 9.948424417000725e-01, 5.226363457227700e-04, 4.724941798995424e-04, 3.342980293902304e-03, 1.094101723950342e+02, 0.000000000000000e+00, 0.000000000000000e+00
330, 7.043469738448827e-03, 9.929565302615510e-01, 5.233620581217187e-04, -6.551140989814488e-04, 3.984338318213872e-03, 1.094393712357208e+02, 0.000000000000000e+00, 0.000000000000000e+00
331, 7.043469738448826e-03, 9.907493659623354e-01, 5.240107470943762e-04, -1.067276661913980e-03, 4.239786834195056e-03, 1.094684187567827e+02, 0.000000000000000e+00, 0.000000000000000e+00
332, 7.043469738448826e-03, 9.881680515257288e-01, 5.245620706833046e-04, -1.089251137138169e-03, 4.161562101682005e-03, 1.094939652566074e+02, 0.000000000000000e+00, 0.000000000000000e+00
333, 7.043469738448826e-03, 9.851516580233062e-01, 5.250197935685759e-04, -9.387514022562516e-04, 3.846454589573175e-03, 1.095162392533896e+02, 0.000000000000000e+00, 0.000000000000000e+00
334, 7.043469738448826e-03, 9.816302575799077e-01, 5.253933531597524e-04, -7.408951664756971e-04, 3.395949380705943e-03, 1.095356090621417e+02, 0.000000000000000e+00, 0.000000000000000e+00
335, 7.043469738448826e-03, 9.775239361398915e-01, 5.256932865065094e-04, -5.562019881332294e-04, 2.893939342239516e-03, 1.095522061687008e+02, 0.000000000000000e+00, 0.000000000000000e+00
336, 7.043469738448825e-03, 9.727418294480230e-01, 5.259299185866207e-04, -4.064013530935235e-04, 2.398228660277952e-03, 1.095660243302820e+02, 0.000000000000000e+00, 0.000000000000000e+00
337, 7.043469738448825e-03, 9.671812450423858e-01, 5.261136143964927e-04, -2.932650191402781e-04, 1.941773162570192e-03, 1.095771380911382e+02, 0.000000000000000e+00, 0.000000000000000e+00
338, 7.043469738448825e-03, 9.607269578052183e-01, 5.262525300018297e-04, -2.104823928320939e-04, 1.539042719634548e-03, 1.095857499268120e+02, 0.000000000000000e+00, 0.000000000000000e+00
339, 7.043469738448826e-03, 9.532507966397210e-01, 5.263583002366113e-04, -1.501926674102071e-04, 1.193582387884343e-03, 1.095921299012989e+02, 0.000000000000000e+00, 0.000000000000000e+00
340, 7.043469738448824e-03, 9.446116745626527e-01, 5.264371995499919e-04, -1.058730073238728e-04, 9.039909633136142e-04, 1.095965859755044e+02, 0.000000000000000e+00, 0.000000000000000e+00
341, 7.043469738448823e-03, 9.346562521084406e-01, 5.264970019833433e-04, -7.302133417949352e-05, 6.672596917862482e-04, 1.095994394680639e+02, 0.000000000000000e+00, 0.000000000000000e+00
342, 7.043469738448823e-03, 9.232204607343710e-01, 5.265401564486544e-04, -4.877816353511087e-05, 4.797774379276296e-04, 1.096010409863416e+02, 0.000000000000000e+00, 0.000000000000000e+00
343, 7.043469738448822e-03, 9.101321425997635e-01, 5.265718369711354e-04, -3.117084107361416e-05, 3.373528778383810e-04, 1.096017051551827e+02, 0.000000000000000e+00, 0.000000000000000e+00
344, 7.043469738448821e-03, 8.952150761161464e-01, 5.265907081585785e-04, -1.866337213790475e-05, 2.351442492940992e-04, 1.096017148494994e+02, 0.000000000000000e+00, 0.000000000000000e+00
345, 7.043469738448820e-03, 8.782946399565112e-01, 5.266002675322954e-04, -9.899226126771731e-06, 1.681098078975446e-04, 1.096012377031821e+02, 0.000000000000000e+00, 0.000000000000000e+00
346, 7.043469738448820e-03, 8.592053057461341e-01, 5.265952692930587e-04, -3.830520392634185e-06, 1.314351938609335e-04, 1.096004395601994e+02, 0.000000000000000e+00, 0.000000000000000e+00
347, 7.043469738448819e-03, 8.378000245133039e-01, 5.265803482297521e-04, 3.880290805457954e-07, 1.209355891862644e-04, 1.095994046165033e+02, 0.000000000000000e+00, 0.000000000000000e+00
348, 7.043469738448818e-03, 8.139613704892860e-01, 5.265472739409112e-04, 3.309550900785340e-06, 1.331122660363798e-04, 1.095982490054132e+02, 0.000000000000000e+00, 0.000000000000000e+00
349, 7.043469738448816e-03, 7.876140241451648e-01, 5.265074006200907e-04, 5.405772512509350e-06, 1.651965119635000e-04, 1.095970030945144e+02, 0.000000000000000e+00, 0.000000000000000e+00
350, 7.043469738448814e-03, 7.587378287074200e-01, 5.264540146493313e-04, 6.907940947579128e-06, 2.149810016977803e-04, 1.095957503025383e+02, 0.000000000000000e+00, 0.000000000000000e+00
351, 7.043469738448814e-03, 7.273802812588376e-01, 5.264091703746792e-04, 8.005861011963001e-06, 2.803903611002028e-04, 1.095945852276475e+02, 0.000000000000000e+00, 0.000000000000000e+00
352, 7.043469738448812e-03, 6.936669914419180e-01, 5.263670588086689e-04, 8.692208473030831e-06, 3.588189973922074e-04, 1.095936889286199e+02, 0.000000000000000e+00, 0.000000000000000e+00
353, 7.043469738448810e-03, 6.578084530582297e-01, 5.263316746484618e-04, 8.904108307044363e-06, 4.462269739861158e-04, 1.095933830288660e+02, 0.000000000000000e+00, 0.000000000000000e+00
354, 7.043469738448807e-03, 6.201015279667783e-01, 5.263118841401513e-04, 8.475792250948457e-06, 5.363616883394559e-04, 1.095940363225899e+02, 0.000000000000000e+00, 0.000000000000000e+00
355, 7.043469738448805e-03, 5.809244133449356e-01, 5.263094380777031e-04, 7.249426510600064e-06, 6.203138928443941e-04, 1.095961179223719e+02, 0.000000000000000e+00, 0.000000000000000e+00
356, 7.043469738448804e-03, 5.407245648559438e-01, 5.263239268550852e-04, 5.125045590470142e-06, 6.872179418172028e-04, 1.095998603067858e+02, 0.000000000000000e+00, 0.000000000000000e+00
357, 7.043469738448802e-03, 5.000000000000018e-01, 5.263641532030999e-04, 2.176077626252767e-06, 7.260846941985066e-04, 1.096053419446805e+02, 0.000000000000000e+00, 0.000000000000000e+00
358, 7.043469738448800e-03, 4.592754351440596e-01, 5.264156596396523e-04, -1.423870126119544e-06, 7.281357829352212e-04, 1.096121129951354e+02, 0.000000000000000e+00, 0.000000000000000e+00
359, 7.043469738448798e-03, 4.190755866550678e-01, 5.264915986585321e-04, -5.215414292130723e-06, 6.896029706056874e-04, 1.096194985746506e+02, 0.000000000000000e+00, 0.000000000000000e+00
360, 7.043469738448798e-03, 3.798984720332247e-01, 5.265723866501499e-04, -8.729104228646375e-06, 6.133327392394543e-04, 1.096264747319077e+02, 0.000000000000000e+00, 0.000000000000000e+00
361, 7.043469738448796e-03, 3.421915469417733e-01, 5.266732331253845e-04, -1.132970959712520e-05, 5.088665807380914e-04, 1.096322190327357e+02, 0.000000000000000e+00, 0.000000000000000e+00
362, 7.043469738448794e-03, 3.063330085580847e-01, 5.267522201697532e-04, -1.274089554389727e-05, 3.902511248234986e-04, 1.096361325274283e+02, 0.000000000000000e+00, 0.000000000000000e+00
363, 7.043469738448793e-03, 2.726197187411653e-01, 5.268580531759396e-04, -1.268464428675479e-05, 2.726134722237650e-04, 1.096381919663261e+02, 0.000000000000000e+00, 0.000000000000000e+00
364, 7.043469738448790e-03, 2.412621712925822e-01, 5.269426816761401e-04, -1.149803683983769e-05, 1.684617825005933e-04, 1.096387168964594e+02, 0.000000000000000e+00, 0.000000000000000e+00
365, 7.043469738448788e-03, 2.123859758548375e-01, 5.270627052187114e-04, -9.332296259183543e-06, 8.547449716919817e-05, 1.096382706567291e+02, 0.000000000000000e+00, 0.000000000000000e+00
366, 7.043469738448787e-03, 1.860386295107161e-01, 5.271525312042267e-04, -6.915363710285920e-06, 2.599416600185771e-05, 1.096373884343043e+02, 0.000000000000000e+00, 0.000000000000000e+00
367, 7.043469738448787e-03, 1.621999754866980e-01, 5.272572575479832e-04, -4.377572988556802e-06, -1.181610415684920e-05, 1.096364453818211e+02, 0.000000000000000e+00, 0.000000000000000e+00
368, 7.043469738448785e-03, 1.407946942538675e-01, 5.273447897874831e-04, -2.282914762225563e-06, -3.218118484459313e-05, 1.096356416222122e+02, 0.000000000000000e+00, 0.000000000000000e+00
369, 7.043469738448784e-03, 1.217053600434902e-01, 5.274473432931383e-04, -4.695382043318777e-07, -4.007831952558572e-05, 1.096350553055410e+02, 0.000000000000000e+00, 0.000000000000000e+00
370, 7.043469738448783e-03, 1.047849238838548e-01, 5.275294250311679e-04, 7.054067170512231e-07, -4.006920607779207e-05, 1.096346628543884e+02, 0.000000000000000e+00, 0.000000000000000e+00
371, 7.043469738448782e-03, 8.986785740023751e-02, 5.276092710765255e-04, 1.542964892276769e-06, -3.574913860647834e-05, 1.096344330363530e+02, 0.000000000000000e+00, 0.000000000000000e+00
372, 7.043469738448781e-03, 7.677953926562983e-02, 5.276764896013226e-04, 1.965506073381880e-06, -2.963432540159203e-05, 1.096343132618461e+02, 0.000000000000000e+00, 0.000000000000000e+00
373, 7.043469738448781e-03, 6.534374789156029e-02, 5.277314835281356e-04, 2.126440895222861e-06, -2.327057980475858e-05, 1.096342573205594e+02, 0.000000000000000e+00, 0.000000000000000e+00
374, 7.043469738448781e-03, 5.538832543734795e-02, 5.277783927879483e-04, 2.088347278192326e-06, -1.748876981492922e-05, 1.096342436309011e+02, 0.000000000000000e+00, 0.000000000000000e+00
375, 7.043469738448781e-03, 4.674920336027921e-02, 5.278156702298994e-04, 1.946117850397943e-06, -1.263416809911777e-05, 1.096342431495455e+02, 0.000000000000000e+00, 0.000000000000000e+00
376, 7.043469738448780e-03, 3.927304219478223e-02, 5.278472984096601e-04, 1.719901130376693e-06, -8.777315150311037e-06, 1.096342573892722e+02, 0.000000000000000e+00, 0.000000000000000e+00
377, 7.043469738448780e-03, 3.281875495761466e-02, 5.278717434510253e-04, 1.464143376796542e-06, -5.852445290265567e-06, 1.096342726540514e+02, 0.000000000000000e+00, 0.000000000000000e+00
378, 7.043469738448780e-03, 2.725817055197743e-02, 5.278913105965901e-04, 1.179121910027077e-06, -3.732909140318531e-06, 1.096342959699377e+02, 0.000000000000000e+00, 0.000000000000000e+00
379, 7.043469738448779e-03, 2.247606386010892e-02, 5.279065268183437e-04, 8.992260773094002e-07, -2.266405718523752e-06, 1.096343112370426e+02, 0.000000000000000e+00, 0.000000000000000e+00
380, 7.043469738448779e-03, 1.836974242009259e-02, 5.279186353061502e-04, 6.311167583776360e-07, -1.296402129097042e-06, 1.096343260768092e+02, 0.000000000000000e+00, 0.000000000000000e+00
381, 7.043469738448779e-03, 1.484834197669416e-02, 5.279279696142695e-04, 3.970273107033446e-07, -6.916868431643523e-07, 1.096343360521046e+02, 0.000000000000000e+00, 0.000000000000000e+00
382, 7.043469738448779e-03, 1.183194847427149e-02, 5.279352627306766e-04, 1.994096147318936e-07, -3.401181188278362e-07, 1.096343445640637e+02, 0.000000000000000e+00, 0.000000000000000e+00
383, 7.043469738448779e-03, 9.250634037664685e-03, 5.279407591461525e-04, 4.810278080823696e-08, -1.529367952510436e-07, 1.096343495585543e+02, 0.000000000000000e+00, 0.000000000000000e+00
384, 7.043469738448778e-03, 7.043469738448826e-03, 5.279448981828405e-04, -5.712107026941161e-08, -6.418813445342130e-08, 1.096343529898626e+02, 0.000000000000000e+00, 0.000000000000000e+00
385, 7.043469738448778e-03, 5.157558299927478e-03, 5.279479170423964e-04, -1.163228593367281e-07, -3.129480349107249e-08, 1.096343538777592e+02, 0.000000000000000e+00, 0.000000000000000e+00
386, 7.043469738448778e-03, 3.547114797125106e-03, 5.279500793886573e-04, -1.343067116514437e-07, -2.122163012695966e-08, 1.096343515198818e+02, 0.000000000000000e+00, 0.000000000000000e+00
387, 7.043469738448778e-03, 2.172612144045849e-03, 5.279514361485225e-04, -1.160686982137594e-07, -1.625122828928898e-08, 1.096343492432687e+02, 0.000000000000000e+00, 0.000000000000000e+00
388, 7.043469738448778e-03, 1.000000000000001e-03, 5.279521956592162e-04, -7.006425862976743e-08, -1.869110949490618e-08, 1.096343569373153e+02, 0.000000000000000e+00, 0.000000000000000e+00
389, 7.043469738448778e-03, 0.000000000000000e+00, 5.279525748527625e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.096343398985896e+02, 0.000000000000000e+00, 0.000000000000000e+00
390, 9.250634037664685e-03, 1.000000000000000e+00, 5.226335112678928e-04, 1.734045953402006e-02, 0.000000000000000e+00, 1.099860001180847e+02, 3.317900000000000e+01, 0.000000000000000e+00
391, 9.250634037664685e-03, 9.990000000000000e-01, 5.217556678085600e-04, 1.268897841510886e-02, 1.511390755892931e-04, 1.096548819641413e+02, 0.000000000000000e+00, 0.000000000000000e+00
392, 9.250634037664685e-03, 9.978273878559542e-01, 5.218811084909584e-04, 8.103311591199100e-03, 8.002977505293832e-04, 1.095297653672208e+02, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.250634037664685e-03, 9.964528852028747e-01, 5.222555944330569e-04, 4.262714524473059e-03, 1.695777920744453e-03, 1.094634125597931e+02, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.250634037664685e-03, 9.948424417000725e-01, 5.228657399785120e-04, 1.555981592430585e-03, 2.632983536515932e-03, 1.094567984426777e+02, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.250634037664685e-03, 9.929565302615514e-01, 5.235187814015156e-04, -8.014146776877634e-05, 3.396988842129699e-03, 1.094712015114385e+02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.250634037664685e-03, 9.907493659623354e-01, 5.241288603508123e-04, -8.944994220767038e-04, 3.877578456473286e-03, 1.094914593119974e+02, 0.000000000000000e+00, 0.000000000000000e+00
397, 9.250634037664685e-03, 9.881680515257286e-01, 5.246535365629549e-04, -1.172656027099286e-03, 4.051998749761140e-03, 1.095107308270034e+02, 0.000000000000000e+00, 0.000000000000000e+00
398, 9.250634037664686e-03, 9.851516580233062e-01, 5.250866569532010e-04, -1.150762700411353e-03, 3.959903245222525e-03, 1.095277828431547e+02, 0.000000000000000e+00, 0.000000000000000e+00
399, 9.250634037664683e-03, 9.816302575799077e-01, 5.254368602119947e-04, -9.925512092438470e-04, 3.671179199320140e-03, 1.095428132897128e+02, 0.000000000000000e+00, 0.000000000000000e+00
400, 9.250634037664683e-03, 9.775239361398915e-01, 5.257170603771390e-04, -7.961469042896453e-04, 3.261470603148752e-03, 1.095561328506013e+02, 0.000000000000000e+00, 0.000000000000000e+00
401, 9.250634037664683e-03, 9.727418294480230e-01, 5.259393298086515e-04, -6.113618808378313e-04, 2.796767640129986e-03, 1.095677929494758e+02, 0.000000000000000e+00, 0.000000000000000e+00
402, 9.250634037664683e-03, 9.671812450423860e-01, 5.261139899595045e-04, -4.573300906708722e-04, 2.326480479632517e-03, 1.095776954214572e+02, 0.000000000000000e+00, 0.000000000000000e+00
403, 9.250634037664679e-03, 9.607269578052183e-01, 5.262478791895063e-04, -3.364730687079102e-04, 1.882843516651399e-03, 1.095857451735175e+02, 0.000000000000000e+00, 0.000000000000000e+00
404, 9.250634037664681e-03, 9.532507966397212e-01, 5.263512605340652e-04, -2.441150463951130e-04, 1.484164728587598e-03, 1.095919235953360e+02, 0.000000000000000e+00, 0.000000000000000e+00
405, 9.250634037664681e-03, 9.446116745626529e-01, 5.264295756369839e-04, -1.740707793580417e-04, 1.139234376217751e-03, 1.095963374891676e+02, 0.000000000000000e+00, 0.000000000000000e+00
406, 9.250634037664681e-03, 9.346562521084406e-01, 5.264890591973033e-04, -1.211295083888754e-04, 8.511159312619870e-04, 1.095992141071640e+02, 0.000000000000000e+00, 0.000000000000000e+00
407, 9.250634037664679e-03, 9.232204607343711e-01, 5.265326053270165e-04, -8.153518590799525e-05, 6.193301209721352e-04, 1.096008562398405e+02, 0.000000000000000e+00, 0.000000000000000e+00
408, 9.250634037664676e-03, 9.101321425997633e-01, 5.265642687431936e-04, -5.246302203240416e-05, 4.410417249152150e-04, 1.096015708075604e+02, 0.000000000000000e+00, 0.000000000000000e+00
409, 9.250634037664678e-03, 8.952150761161461e-01, 5.265836237963621e-04, -3.159751751743172e-05, 3.117624845028673e-04, 1.096016257347924e+02, 0.000000000000000e+00, 0.000000000000000e+00
410, 9.250634037664679e-03, 8.782946399565111e-01, 5.265931128609051e-04, -1.684832282360863e-05, 2.262200054836982e-04, 1.096011919404730e+02, 0.000000000000000e+00, 0.000000000000000e+00
411, 9.250634037664676e-03, 8.592053057461340e-01, 5.265885363786601e-04, -6.555055902977995e-06, 1.790753373675326e-04, 1.096004265540435e+02, 0.000000000000000e+00, 0.000000000000000e+00
412, 9.250634037664674e-03, 8.378000245133037e-01, 5.265733458758910e-04, 6.397742170136638e-07, 1.654529668759826e-04, 1.095994200843887e+02, 0.000000000000000e+00, 0.000000000000000e+00
413, 9.250634037664672e-03, 8.139613704892860e-01, 5.265407697324288e-04, 5.654027923722847e-06, 1.811695869639076e-04, 1.095982845241222e+02, 0.000000000000000e+00, 0.000000000000000e+00
414, 9.250634037664671e-03, 7.876140241451648e-01, 5.265004992212494e-04, 9.246179118196357e-06, 2.227560382666338e-04, 1.095970612679029e+02, 0.000000000000000e+00, 0.000000000000000e+00
415, 9.250634037664669e-03, 7.587378287074202e-01, 5.264476995257777e-04, 1.182026361968934e-05, 2.873367387859521e-04, 1.095958305653151e+02, 0.000000000000000e+00, 0.000000000000000e+00
416, 9.250634037664667e-03, 7.273802812588371e-01, 5.264025319405381e-04, 1.366968820733322e-05, 3.720359476999768e-04, 1.095946957927442e+02, 0.000000000000000e+00, 0.000000000000000e+00
417, 9.250634037664665e-03, 6.936669914419182e-01, 5.263608728093146e-04, 1.479748416546758e-05, 4.732348542662444e-04, 1.095938362408112e+02, 0.000000000000000e+00, 0.000000000000000e+00
418, 9.250634037664662e-03, 6.578084530582297e-01, 5.263255085986728e-04, 1.508645909236849e-05, 5.853671314953428e-04, 1.095935769248637e+02, 0.000000000000000e+00, 0.000000000000000e+00
419, 9.250634037664660e-03, 6.201015279667785e-01, 5.263059322815373e-04, 1.428810957446167e-05, 7.001498540075426e-04, 1.095942842798151e+02, 0.000000000000000e+00, 0.000000000000000e+00
420, 9.250634037664657e-03, 5.809244133449356e-01, 5.263036124637248e-04, 1.212734665680365e-05, 8.060454321612643e-04, 1.095964142247939e+02, 0.000000000000000e+00, 0.000000000000000e+00
421, 9.250634037664658e-03, 5.407245648559436e-01, 5.263185774616084e-04, 8.484041309598492e-06, 8.893569490861645e-04, 1.096001933681556e+02, 0.000000000000000e+00, 0.000000000000000e+00
422, 9.250634037664653e-03, 5.000000000000018e-01, 5.263582468859884e-04, 3.458149373497622e-06, 9.362963007773217e-04, 1.096056850866081e+02, 0.000000000000000e+00, 0.000000000000000e+00
423, 9.250634037664650e-03, 4.592754351440596e-01, 5.264103021108307e-04, -2.602626010027896e-06, 9.362456361613182e-04, 1.096124311143540e+02, 0.000000000000000e+00, 0.000000000000000e+00
424, 9.250634037664645e-03, 4.190755866550677e-01, 5.264854558157739e-04, -8.970529438898745e-06, 8.849493496528355e-04, 1.096197547786932e+02, 0.000000000000000e+00, 0.000000000000000e+00
425, 9.250634037664645e-03, 3.798984720332247e-01, 5.265669777798796e-04, -1.481512345512574e-05, 7.864115101108794e-04, 1.096266483207079e+02, 0.000000000000000e+00, 0.000000000000000e+00
426, 9.250634037664643e-03, 3.421915469417733e-01, 5.266663226948065e-04, -1.915840676877780e-05, 6.529247657664165e-04, 1.096323033873444e+02, 0.000000000000000e+00, 0.000000000000000e+00
427, 9.250634037664639e-03, 3.063330085580847e-01, 5.267463623608360e-04, -2.147999202289631e-05, 5.020363436725295e-04, 1.096361479013176e+02, 0.000000000000000e+00, 0.000000000000000e+00
428, 9.250634037664638e-03, 2.726197187411655e-01, 5.268508210952028e-04, -2.141356933920911e-05, 3.526223147599669e-04, 1.096381576070914e+02, 0.000000000000000e+00, 0.000000000000000e+00
